title,authors,publish_date,journal_name,doi,citations
"Observational study of ocular surface squamous neoplasia: Risk factors, diagnosis, management and outcomes at a tertiary eye hospital in South Africa","Roland Hӧllhumer, Susan Williams, Pamela Michelow",published 11 Aug 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0237453,9
"HIV testing, care and viral suppression among men who have sex with men and transgender individuals in Johannesburg, South Africa","Elizabeth Fearon, Siyanda Tenza, Cecilia Mokoena, Kerushini Moodley, Adrian D. Smith, Adam Bourne, Peter Weatherburn, Thesla Palanee-Phillips",published 17 Jun 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0234384,18
Selected wetland soil properties correlate to Rift Valley fever livestock mortalities reported in 2009-10 in central South Africa,"Anna M. Verster, Janice E. Liang, Melinda K. Rostal, Alan Kemp, Robert F. Brand, Assaf Anyamba, Claudia Cordel, Robert Schall, Herman Zwiegers, Janusz T. Paweska, William B. Karesh, Cornie W. van Huyssteen",published 18 May 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0232481,5
"“The thing is, kids don’t grow the same”: Parent perspectives on preschoolers’ weight and size in Soweto, South Africa","Sonja Klingberg, Esther M. F. van Sluijs, Catherine E. Draper",published 06 Apr 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0231094,6
"Prevalent, persistent anal HPV infection and squamous intraepithelial lesions: Findings from a cohort of men living with HIV in South Africa","Admire Chikandiwa, Pedro. T. Pisa, Catherine Tamalet, Etienne. E. Muller, Pamela Michelow, Matthew. F. Chersich, Philippe Mayaud, Sinead Delany-Moretlwe",published 05 Dec 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0225571,6
The household economic costs associated with depression symptoms: A cross-sectional household study conducted in the North West province of South Africa,"Sumaiyah Docrat, Susan Cleary, Dan Chisholm, Crick Lund",published 05 Nov 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0224799,4
Comparative cost analysis of point-of-care versus laboratory-based testing to initiate and monitor HIV treatment in South Africa,"Kate Simeon, Monisha Sharma, Jienchi Dorward, Jessica Naidoo, Ntuthu Dlamini, Pravikrishnen Moodley, Natasha Samsunder, Ruanne V. Barnabas, Nigel Garrett, Paul K. Drain",published 16 Oct 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0223669,31
Measuring sexual relationship power equity among young women and young men South Africa: Implications for gender-transformative programming,"Kalysha Closson, Janan J. Dietrich, Mags Beksinska, Andrew Gibbs, Stefanie Hornschuh, Tricia Smith, Jenni Smit, Glenda Gray, Thumbi Ndung’u, Mark Brockman, Angela Kaida",published 25 Sep 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0221554,24
“I am still negative”: Female sex workers’ perspectives on uptake and use of daily pre-exposure prophylaxis for HIV prevention in South Africa,"Robyn Eakle, Rutendo Bothma, Adam Bourne, Sanele Gumede, Keneilwe Motsosi, Helen Rees",published 09 Apr 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0212271,30
"Patient costs incurred by people living with HIV/AIDS prior to ART initiation in primary healthcare facilities in Gauteng, South Africa","Natasha Pillai, Nicola Foster, Yasmeen Hanifa, Nontobeko Ndlovu, Katherine Fielding, Gavin Churchyard, Violet Chihota, Alison D. Grant, Anna Vassall",published 11 Feb 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0210622,11
"Stoichiometric multitrophic networks reveal significance of land-sea interaction to ecosystem function in a subtropical nutrient-poor bight, South Africa","Ursula M. Scharler, Morag J. Ayers",published 07 Jan 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0210295,6
"Investigating risk factors for under-five mortality in an HIV hyper-endemic area of rural South Africa, from 2000-2014","B. Tlou, B. Sartorius, F. Tanser",published 26 Nov 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0207294,14
"Costs and cost-effectiveness of LEEP versus cryotherapy for treating cervical dysplasia among HIV-positive women in Johannesburg, South Africa","Naomi Lince-Deroche, Craig van Rensburg, Jaqueline Roseleur, Busola Sanusi, Jane Phiri, Pam Michelow, Jennifer S. Smith, Cindy Firnhaber",published 11 Oct 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0203921,7
"Population-level HIV incidence estimates using a combination of synthetic cohort and recency biomarker approaches in KwaZulu-Natal, South Africa","Eduard Grebe, Alex Welte, Leigh F. Johnson, Gilles van Cutsem, Adrian Puren, Tom Ellman, Jean-François Etard, the Consortium for the Evaluation and Performance of HIV Incidence Assays (CEPHIA) , Helena Huerga",published 13 Sep 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0203638,16
"Close relatives of Mediterranean endemo-relict hoverflies (Diptera, Syrphidae) in South Africa: Morphological and molecular evidence in the","Snežana Radenković, Nevena Veličković, Axel Ssymank, Dragana Obreht Vidaković, Mihajla Djan, Gunilla Ståhls, Sanja Veselić, Ante Vujić",published 20 Jul 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0200805,18
"Depression and Post Traumatic Stress amongst female sex workers in Soweto, South Africa: A cross sectional, respondent driven sample","Jenny Coetzee, Janice Buckley, Kennedy Otwombe, Minja Milovanovic, Glenda E. Gray, Rachel Jewkes",published 05 Jul 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0196759,39
"The costs and cost effectiveness of providing second-trimester medical and surgical safe abortion services in Western Cape Province, South Africa","Naomi Lince-Deroche, Deborah Constant, Jane Harries, Judith Kluge, Kelly Blanchard, Edina Sinanovic, Daniel Grossman",published 28 Jun 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0197485,11
Identifying gaps in the continuum of care for cardiovascular disease and diabetes in two communities in South Africa: Baseline findings from the HealthRise project,"Alexandra Wollum, Rose Gabert, Claire R. McNellan, Jessica M. Daly, Priscilla Reddy, Paurvi Bhatt, Miranda Bryant, Danny V. Colombara, Pamela Naidoo, Belinda Ngongo, Anam Nyembezi, Zaino Petersen, Bryan Phillips, Shelley Wilson, Emmanuela Gakidou, Herbert C. Duber",published 14 Mar 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0192603,22
"Combining radar and direct observation to estimate pelican collision risk at a proposed wind farm on the Cape west coast, South Africa","Andrew R. Jenkins, Tim Reid, Johan du Plessis, Robin Colyn, Grant Benn, Rhonda Millikin",published 06 Feb 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0192515,9
Can mother-to-child transmission of HIV be eliminated without addressing the issue of stigma? Modeling the case for a setting in South Africa,"Holly J. Prudden, Matthew Hamilton, Anna M. Foss, Nicole Dzialowy Adams, Melissa Stockton, Vivian Black, Laura Nyblade",published 08 Dec 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0189079,7
"Evaluating quality management systems for HIV rapid testing services in primary healthcare clinics in rural KwaZulu-Natal, South Africa","Ziningi Jaya, Paul K. Drain, Tivani P. Mashamba-Thompson",published 22 Aug 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0183044,12
Polymorphisms in the vitamin D receptor gene are associated with reduced rate of sputum culture conversion in multidrug-resistant tuberculosis patients in South Africa,"Matthew J. Magee, Yan V. Sun, James C. M. Brust, N. Sarita Shah, Yuming Ning, Salim Allana, Angela Campbell, Qin Hui, Koleka Mlisana, Pravi Moodley, Neel R. Gandhi",published 10 Jul 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0180916,16
"The cost of demand creation activities and voluntary medical male circumcision targeting school-going adolescents in KwaZulu-Natal, South Africa","Gavin George, Michael Strauss, Elias Asfaw",published 20 Jun 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0179854,7
"The costs and cost effectiveness of providing first-trimester, medical and surgical safe abortion services in KwaZulu-Natal Province, South Africa","Naomi Lince-Deroche, Tamara Fetters, Edina Sinanovic, Jaymala Devjee, Jack Moodley, Kelly Blanchard",published 03 Apr 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0174615,15
Treatment Outcomes and Costs of Providing Antiretroviral Therapy at a Primary Health Clinic versus a Hospital-Based HIV Clinic in South Africa,"Lawrence C. Long, Sydney B. Rosen, Alana Brennan, Faith Moyo, Celeste Sauls, Denise Evans, Shookdev L. Modi, Ian Sanne, Matthew P. Fox",published 12 Dec 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0168118,13
"The Small Mammal Sequence from the c. 76 – 72 ka Still Bay Levels at Blombos Cave, South Africa – Taphonomic and Palaeoecological Implications for Human Behaviour","Turid Hillestad Nel, Christopher Stuart Henshilwood",published 10 Aug 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0159817,32
Performance Evaluation of the Becton Dickinson FACSPresto,"Lindi-Marie Coetzee, Keshendree Moodley, Deborah Kim Glencross",published 25 May 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0156266,17
"Time to ART Initiation among Patients Treated for Rifampicin-Resistant Tuberculosis in Khayelitsha, South Africa: Impact on Mortality and Treatment Success","Johnny Flippie Daniels, Mohammed Khogali, Erika Mohr, Vivian Cox, Sizulu Moyo, Mary Edginton, Sven Gudmund Hinderaker, Graeme Meintjes, Jennifer Hughes, Virginia De Azevedo, Gilles van Cutsem, Helen Suzanne Cox",published 10 Nov 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0142873,13
Determining the Provincial and National Burden of Influenza-Associated Severe Acute Respiratory Illness in South Africa Using a Rapid Assessment Methodology,"Jillian Murray, Adam Cohen, Sibongile Walaza, Michelle Groome, Shabir Madhi, Ebrahim Variava, Kathleen Kahn, Halima Dawood, Stefano Tempia, Akhona Tshangela, Marietje Venter, Daniel Feikin, Cheryl Cohen",published 08 Jul 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0132078,29
"Correction: CD4 and Viral Load Dynamics in Antiretroviral-Naïve HIV-Infected Adults from Soweto, South Africa: A Prospective Cohort","Neil A. Martinson, Nikhil Gupte, Reginah Msandiwa, Lawrence H. Moulton, Grace L. Barnes, Malathi Ram, Glenda Gray, Chris Hoffmann, Richard E. Chaisson",published 10 Jun 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0130509,2
Taphonomic Analysis of the Faunal Assemblage Associated with the Hominins (,"Aurore Val, Paul H. G. M. Dirks, Lucinda R. Backwell, Francesco d’Errico, Lee R. Berger",published 10 Jun 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0126904,28
"Loss from Treatment for Drug Resistant Tuberculosis: Risk Factors and Patient Outcomes in a Community-Based Program in Khayelitsha, South Africa","Sizulu Moyo, Helen S. Cox, Jennifer Hughes, Johnny Daniels, Leigh Synman, Virginia De Azevedo, Amir Shroufi, Vivian Cox, Gilles van Cutsem",published 18 Mar 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0118919,31
Development and Evaluation of a Pilot Nurse Case Management Model to Address Multidrug-Resistant Tuberculosis (MDR-TB) and HIV in South Africa,"Jason E. Farley, Ana M. Kelly, Katrina Reiser, Maria Brown, Joan Kub, Jeane G. Davis, Louise Walshe, Martie Van der Walt",published 18 Nov 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0111702,22
The Mpumalanga Men's Study (MPMS): Results of a Baseline Biological and Behavioral HIV Surveillance Survey in Two MSM Communities in South Africa,"Tim Lane, Thomas Osmand, Alexander Marr, Starley B. Shade, Kristin Dunkle, Theodorus Sandfort, Helen Struthers, Susan Kegeles, James A. McIntyre",published 17 Nov 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0111063,60
A Phylogeographic Survey of the Pygmy Mouse,"Pascale Chevret, Terence J. Robinson, Julie Perez, Frédéric Veyrunes, Janice Britton-Davidian",published 06 Jun 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0098499,7
"Systematic Monitoring of Voluntary Medical Male Circumcision Scale-Up: Adoption of Efficiency Elements in Kenya, South Africa, Tanzania, and Zimbabwe","Jane T. Bertrand, Dino Rech, Dickens Omondi Aduda, Sasha Frade, Mores Loolpapit, Michael D. Machaku, Mathews Oyango, Webster Mavhu, Alexandra Spyrelis, Linnea Perry, Margaret Farrell, Delivette Castor, Emmanuel Njeuhmeli",published 06 May 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0082518,20
"Species Composition, Distribution and Habitat Types of Odonata in the iSimangaliso Wetland Park, KwaZulu-Natal, South Africa and the Associated Conservation Implications","Lorinda A. Hart, Meyrick B. Bowker, Warwick Tarboton, Colleen T. Downs",published 24 Mar 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0092588,30
"HIV-1 Subtypes B and C Unique Recombinant Forms (URFs) and Transmitted Drug Resistance Identified in the Western Cape Province, South Africa","Graeme Brendon Jacobs, Eduan Wilkinson, Shahieda Isaacs, Georgina Spies, Tulio de Oliveira, Soraya Seedat, Susan Engelbrecht",published 07 Mar 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0090845,21
Will an Unsupervised Self-Testing Strategy for HIV Work in Health Care Workers of South Africa? A Cross Sectional Pilot Feasibility Study,"Nitika Pant Pai, Tarannum Behlim, Lameze Abrahams, Caroline Vadnais, Sushmita Shivkumar, Sabrina Pillay, Anke Binder, Roni Deli-Houssein, Nora Engel, Lawrence Joseph, Keertan Dheda",published 27 Nov 2013,PLOS ONE,https://doi.org/10.1371/journal.pone.0079772,70
Rifampicin Mono-Resistance in,"Yacoob Mahomed Coovadia, Sharana Mahomed, Melendhran Pillay, Lise Werner, Koleka Mlisana",published 06 Nov 2013,PLOS ONE,https://doi.org/10.1371/journal.pone.0077712,45
"Association of Neighbourhood and Individual Social Capital, Neighbourhood Economic Deprivation and Self-Rated Health in South Africa – a Multi-Level Analysis","Lumbwe Chola, Olufunke Alaba",published 29 Jul 2013,PLOS ONE,https://doi.org/10.1371/journal.pone.0071085,34
Correction: Drug-Associated Adverse Events and Their Relationship with Outcomes in Patients Receiving Treatment for Extensively Drug-Resistant Tuberculosis in South Africa,"Karen Shean, Elizabeth Streicher, Elize Pieterson, Greg Symons, Richard van Zyl Smit, Grant Theron, Rannakoe Lehloenya, Xavier Padanilam, Paul Wilcox, Tommie C. Victor, Paul van Helden, Martin P. Grobusch, Robin Warren, Motasim Badri, Keertan Dheda",published 31 May 2013,PLOS ONE,https://doi.org/10.1371/annotation/644591a8-8ae6-450e-974e-1cd1f08f52c7,14
Sustained Virological Response on Second-Line Antiretroviral Therapy following Virological Failure in HIV-Infected Patients in Rural South Africa,"Annelot F. Schoffelen, Annemarie M. J. Wensing, Hugo A. Tempelman, Sibyl P. M. Geelen, Andy I. M. Hoepelman, Roos E. Barth",published 11 Mar 2013,PLOS ONE,https://doi.org/10.1371/journal.pone.0058526,39
A Pilot Study Assessing the Impact of a Fortified Supplementary Food on the Health and Well-Being of Crèche Children and Adult TB Patients in South Africa,"Michael Rudolph, Florian Kroll, Moira Beery, Edmore Marinda, Jean-Francois Sobiecki, Geoffrey Douglas, Gary Orr",published 30 Jan 2013,PLOS ONE,https://doi.org/10.1371/journal.pone.0055544,10
"Condom Negotiation, HIV Testing, and HIV Risks among Women from Alcohol Serving Venues in Cape Town, South Africa","Eileen V. Pitpitan, Seth C. Kalichman, Demetria Cain, Lisa A. Eaton, Kate B. Carey, Michael P. Carey, Ofer Harel, Leickness C. Simbayi, Vuyelwa Mehlomakhulu, Kelvin Mwaba",published 02 Oct 2012,PLOS ONE,https://doi.org/10.1371/journal.pone.0045631,8
Distribution of High-Risk Human Papillomavirus Genotypes among HIV-Negative Women with and without Cervical Intraepithelial Neoplasia in South Africa,"Alicia C. McDonald, Lynette Denny, Chunhui Wang, Wei-Yann Tsai, Thomas C. Wright Jr, Louise Kuhn",published 06 Sep 2012,PLOS ONE,https://doi.org/10.1371/journal.pone.0044332,17
"Stable Isotope Evidence for Dietary Overlap between Alien and Native Gastropods in Coastal Lakes of Northern KwaZulu-Natal, South Africa","Nelson A. F. Miranda, Renzo Perissinotto",published 21 Feb 2012,PLOS ONE,https://doi.org/10.1371/journal.pone.0031897,35
Factors Predicting Discordant Virological and Immunological Responses to Antiretroviral Therapy in HIV-1 Clade C Infected Zulu/Xhosa in South Africa,"Boris Julg, Danielle Poole, Musie Ghebremichael, Carmen Castilla, Marcus Altfeld, Henry Sunpath, Richard A. Murphy, Bruce D. Walker",published 14 Feb 2012,PLOS ONE,https://doi.org/10.1371/journal.pone.0031161,19
Risk Factors Associated with Positive QuantiFERON-TB Gold In-Tube and Tuberculin Skin Tests Results in Zambia and South Africa,"Kwame Shanaube, James Hargreaves, Katherine Fielding, Ab Schaap, Katherine-Anne Lawrence, Bernadette Hensen, Charalambos Sismanidis, Angela Menezes, Nulda Beyers, Helen Ayles, Peter Godfrey-Faussett",published 04 Apr 2011,PLOS ONE,https://doi.org/10.1371/journal.pone.0018206,41
"“One Teabag Is Better than Four”: Participants Response to the Discontinuation of 2% PRO2000/5 Microbicide Gel in KwaZulu-Natal, South Africa","Mitzy Gafos, Misiwe Mzimela, Hlengiwe Ndlovu, Nkosinathi Mhlongo, Yael Hoogland, Richard Mutemwa",published 21 Jan 2011,PLOS ONE,https://doi.org/10.1371/journal.pone.0014577,13
"Contraceptive Use and Method Preference among Women in Soweto, South Africa: The Influence of Expanding Access to HIV Care and Treatment Services","Angela Kaida, Fatima Laher, Steffanie A. Strathdee, Deborah Money, Patricia A. Janssen, Robert S. Hogg, Glenda Gray",published 05 Nov 2010,PLOS ONE,https://doi.org/10.1371/journal.pone.0013868,78
Mapping potential connections between Southern Africa’s elephant populations,"Ryan M. Huang, Rudi J. van Aarde, Stuart L. Pimm, Michael J. Chase, Keith Leggett",published 11 Oct 2022,PLOS ONE,https://doi.org/10.1371/journal.pone.0275791,4
Consumption of,"Douglas Wilson, Kathy Goggin, Karen Williams, Mary M. Gerkovich, Nceba Gqaleni, James Syce, Patricia Bartman, Quinton Johnson, William R. Folk",published 17 Jul 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0128522,20
Departures from the Energy-Biodiversity Relationship in South African Passerines: Are the Legacies of Past Climates Mediated by Behavioral Constraints on Dispersal?,"Guillaume Péron, Res Altwegg",published 24 Jul 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0133992,5
High prevalence of “non-dipping” blood pressure and vascular stiffness in HIV-infected South Africans on antiretrovirals,"M. S. Borkum, J. M. Heckmann, K. Manning, J. A. Dave, N. S. Levitt, B. L. Rayner, N. Wearne",published 20 Sep 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0185003,16
Salt Reduction Interventions in Sub-Saharan Africa: A Systematic Review,"Stella Kagwiria Muthuri, Samuel Oji Oti, Richard James Lilford, Oyinlola Oyebode",published 10 Mar 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0149680,29
The effects of abiotic factors in South African semi-arid grassland communities on,"Hosia T. Pule, Julius T. Tjelele, Michelle J. Tedder",published 30 Aug 2018,PLOS ONE,https://doi.org/10.1371/journal.pone.0202809,8
"Genetic Diversity and Population Structure in South African, French and Argentinian Angora Goats from Genome-Wide SNP Data","Carina Visser, Simon F. Lashmar, Este Van Marle-Köster, Mario A. Poli, Daniel Allain",published 12 May 2016,PLOS ONE,https://doi.org/10.1371/journal.pone.0154353,53
"Treatment outcomes of drug susceptible Tuberculosis in private health facilities in Lagos, South-West Nigeria","Olanrewaju Oladimeji, Victor Adepoju, Felix Emeka Anyiam, James Emmanuel San, Babatunde A. Odugbemi, Francis Leonard Mpotte Hyera, Maureen Nokuthula Sibiya, Sanni Yaya, Ayuba Ibrahim Zoakah, Lovett Lawson",published 20 Jan 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0244581,13
Burden of fungal asthma in Africa: A systematic review and meta-analysis,"Richard Kwizera, Joseph Musaazi, David B. Meya, William Worodria, Freddie Bwanga, Henry Kajumbula, Stephen J. Fowler, Bruce J. Kirenga, Robin Gore, David W. Denning",published 16 May 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0216568,47
Low Specificity of Determine HIV1/2 RDT Using Whole Blood in South West Tanzania,"Inge Kroidl, Petra Clowes, Wolfram Mwalongo, Lucas Maganga, Leonard Maboko, Arne L. Kroidl, Christof Geldmacher, Harun Machibya, Michael Hoelscher, Elmar Saathoff",published 29 Jun 2012,PLOS ONE,https://doi.org/10.1371/journal.pone.0039529,28
Landscapes of binding antibody and T-cell responses to pox-protein HIV vaccines in Thais and South Africans,"Lue Ping Zhao, Andrew Fiore-Gartland, Lindsay N. Carpp, Kristen W. Cohen, Nadine Rouphael, Llewellyn Fleurs, One Dintwe, Michael Zhao, Zoe Moodie, Youyi Fong, Nigel Garrett, Ying Huang, Craig Innes, Holly E. Janes, Erica Lazarus, Nelson L. Michael, Sorachai Nitayaphan, Punnee Pitisuttithum, Supachai Rerks-Ngarm, Merlin L. Robb, Stephen C. De Rosa, Lawrence Corey, Glenda E. Gray, Kelly E. Seaton, Nicole L. Yates, M. Juliana McElrath, Nicole Frahm, Georgia D. Tomaras, Peter B. Gilbert",published 30 Jan 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0226803,18
"The cost-effectiveness of using pneumococcal conjugate vaccine (PCV13) versus pneumococcal polysaccharide vaccine (PPSV23), in South African adults","Charles Feldman, Sipho K. Dlamini, Shabir A. Madhi, Susan Meiring, Anne von Gottberg, Janetta C. de Beer, Margreet de Necker, Marthinus P. Stander",published 29 Jan 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0227945,12
Genetically diverse herpesviruses in South American Atlantic coast seabirds,"Claudia Niemeyer, Cíntia Maria Favero, H. L. Shivaprasad, Marcela Uhart, Cesar Meyer Musso, María Virginia Rago, Rodolfo Pinho Silva-Filho, Paula Lima Canabarro, María Isabel Craig, Valeria Olivera, Ariel Pereda, Paulo Eduardo Brandão, José Luiz Catão-Dias",published 02 Jun 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0178811,18
Attack of the dark clones the genetics of reproductive and color traits of South African honey bees (,"Laura Patterson Rosa, Amin Eimanifar, Abigail G. Kimes, Samantha A. Brooks, James D. Ellis",published 14 Dec 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0260833,4
Assessing the importance of cultural diffusion in the Bantu spread into southeastern Africa,"Neus Isern, Joaquim Fort",published 08 May 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0215573,14
Pregnancy Incidence and Correlates during the HVTN 503 Phambili HIV Vaccine Trial Conducted among South African Women,"Mary H. Latka, Katherine Fielding, Glenda E. Gray, Linda-Gail Bekker, Maphoshane Nchabeleng, Koleka Mlisana, Tanya Nielson, Surita Roux, Baningi Mkhize, Matsontso Mathebula, Nivashnee Naicker, Guy de Bruyn, James Kublin, Gavin J. Churchyard, on behalf of the HVTN 503 Phambili study team",published 19 Apr 2012,PLOS ONE,https://doi.org/10.1371/journal.pone.0031387,8
Combining physicochemical properties and microbiome data to evaluate the water quality of South African drinking water production plants,"Tawanda E. Maguvu, Cornelius C. Bezuidenhout, Rinaldo Kritzinger, Karabo Tsholo, Moitshepi Plaatjie, Lesego G. Molale-Tom, Charlotte M. Mienie, Roelof D. Coertze",published 13 Aug 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0237335,13
Relationship between Receipt of a Social Protection Grant for a Child and Second Pregnancy Rates among South African Women: A Cohort Study,"Molly Rosenberg, Audrey Pettifor, Nadia Nguyen, Daniel Westreich, Jacob Bor, Till Bärnighausen, Paul Mee, Rhian Twine, Stephen Tollman, Kathleen Kahn",published 23 Sep 2015,PLOS ONE,https://doi.org/10.1371/journal.pone.0137352,34
Persistent High Burden of Invasive Pneumococcal Disease in South African HIV-Infected Adults in the Era of an Antiretroviral Treatment Program,"Marta C. Nunes, Anne von Gottberg, Linda de Gouveia, Cheryl Cohen, Locadiah Kuwanda, Alan S. Karstaedt, Keith P. Klugman, Shabir A. Madhi",published 28 Nov 2011,PLOS ONE,https://doi.org/10.1371/journal.pone.0027929,50
"Changing the role of traditional birth attendants in Yirol West County, South Sudan","Calistus Wilunda, Giovanni Dall’Oglio, Chiara Scanagatta, Giulia Segafredo, Bhekumusa Wellington Lukhele, Risa Takahashi, Giovanni Putoto, Fabio Manenti, Ana Pilar Betrán",published 02 Nov 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0185726,13
Ontogeny of Toll-Like Receptor Mediated Cytokine Responses of South African Infants throughout the First Year of Life,"Brian A. Reikie, Rozanne C. M. Adams, Candice E. Ruck, Kevin Ho, Aleksandra Leligdowicz, Santoshan Pillay, Shalena Naidoo, Edgardo S. Fortuno III, Corena de Beer, Wolfgang Preiser, Mark F. Cotton, David P. Speert, Monika Esser, Tobias R. Kollmann",published 13 Sep 2012,PLOS ONE,https://doi.org/10.1371/journal.pone.0044763,34
Effects of anabolic and catabolic nutrients on woody plant encroachment after long-term experimental fertilization in a South African savanna,"Anthony J. Mills, Antoni V. Milewski, Dirk Snyman, Jorrie J. Jordaan",published 29 Jun 2017,PLOS ONE,https://doi.org/10.1371/journal.pone.0179848,6
Factors leading to the late diagnosis and poor outcomes of breast cancer in Matabeleland South and the Bulawayo Metropolitan Provinces in Zimbabwe,"Munyaradzi S. Magara, Simbarashe G. Mungazi, Peeps Gonde, Hausitoe Nare, Desmond Mwembe, Alex Madzikova, Leena S. Chagla, Jerome Pereira, Mike J. McKirdy, Sankaran Narayanan, Lis Grimsey, Janet Hicks, Ruth James, Richard M. Rainsbury",published 03 Nov 2023,PLOS ONE,https://doi.org/10.1371/journal.pone.0292169,1
Tuberculin skin test positivity among HIV-infected alcohol drinkers on antiretrovirals in south-western Uganda,"Winnie R. Muyindike, Robin Fatch, Debbie M. Cheng, Nneka I. Emenyonu, Christine Ngabirano, Julian Adong, Benjamin P. Linas, Karen R. Jacobson, Judith A. Hahn",published 02 Jul 2020,PLOS ONE,https://doi.org/10.1371/journal.pone.0235261,5
A Cluster Randomized Controlled Trial Evaluating the Efficacy of Peer Mentors to Support South African Women Living with HIV and Their Infants,"Mary Jane Rotheram-Borus, Linda M. Richter, Alastair van Heerden, Heidi van Rooyen, Mark Tomlinson, Jessica M. Harwood, W. Scott Comulada, Alan Stein",published 22 Jan 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0084867,68
Pre-ART Levels of Inflammation and Coagulation Markers Are Strong Predictors of Death in a South African Cohort with Advanced HIV Disease,"Lotty Ledwaba, Jorge A. Tavel, Paul Khabo, Patrick Maja, Jing Qin, Phumele Sangweni, Xiao Liu, Dean Follmann, Julia A. Metcalf, Susan Orsega, Beth Baseler, James D. Neaton, H. Clifford Lane, for the Project Phidisa Biomarkers Team",published 20 Mar 2012,PLOS ONE,https://doi.org/10.1371/journal.pone.0024243,90
Experiences of doctoral students enrolled in a research fellowship program to support doctoral training in Africa (2014 to 2018): The Consortium for Advanced Research Training in Africa odyssey,"Folusho Mubowale Balogun, Yolanda Malele-Kolisa, Sara Jewett Nieuwoudt, Hellen Jepngetich, Jepchirchir Kiplagat, Oyewale Mayowa Morakinyo, Jeanette Dawa, Nomathemba Chandiwana, Admire Chikandiwa, Oluwaseun Akinyemi, Bolutife Ayokunnu Olusanya, Esther Kikelomo Afolabi, Nkosiyazi Dube, Taiwo Obembe, Esther Karumi, Celestin Ndikumana, Justine Nnakate Bukenya, Maria Chikalipo, Sunday Joseph Ayamolowo, Emmanuel Shema, Lester Kapanda, Fred Maniragaba, Felix Khuluza, Henry Zakumumpa, Kikelomo Mbada, Hillary Sang, Emmanuel Kaindoa",published 10 Jun 2021,PLOS ONE,https://doi.org/10.1371/journal.pone.0252863,4
A cross sectional analytic study of modes of delivery and caesarean section rates in a private health insured South African population,"Geetesh Solanki, Susan Fawcus, Emmanuelle Daviaud",published 27 Jun 2019,PLOS ONE,https://doi.org/10.1371/journal.pone.0219020,8
A Spring Forward for Hominin Evolution in East Africa,"Mark O. Cuthbert, Gail M. Ashley",published 10 Sep 2014,PLOS ONE,https://doi.org/10.1371/journal.pone.0107358,39
